sep=;
# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
isaacpi;1;2017-07-14 22:26:34 UTC;-1;1.01;0.00;0.76;0.00;0.00;98.24
isaacpi;1;2017-07-14 22:26:35 UTC;-1;0.25;0.00;0.50;0.00;0.00;99.25
isaacpi;1;2017-07-14 22:26:36 UTC;-1;0.00;0.00;0.50;0.00;0.00;99.50
isaacpi;1;2017-07-14 22:26:37 UTC;-1;18.30;0.00;7.27;0.00;0.00;74.44
isaacpi;1;2017-07-14 22:26:38 UTC;-1;21.50;0.00;5.75;0.00;0.00;72.75
isaacpi;1;2017-07-14 22:26:39 UTC;-1;24.50;0.00;1.75;0.75;0.00;73.00
isaacpi;1;2017-07-14 22:26:40 UTC;-1;24.31;0.00;3.26;0.00;0.00;72.43
isaacpi;1;2017-07-14 22:26:41 UTC;-1;24.12;0.00;2.01;0.00;0.00;73.87
isaacpi;1;2017-07-14 22:26:42 UTC;-1;23.56;0.00;2.76;0.00;0.00;73.68
isaacpi;1;2017-07-14 22:26:43 UTC;-1;22.67;0.00;3.53;0.00;0.00;73.80
isaacpi;1;2017-07-14 22:26:44 UTC;-1;23.62;0.00;2.51;0.00;0.00;73.87
isaacpi;1;2017-07-14 22:26:45 UTC;-1;21.05;0.00;3.26;0.50;0.00;75.19
isaacpi;1;2017-07-14 22:26:46 UTC;-1;0.79;0.00;7.94;0.00;0.00;91.27
isaacpi;1;2017-07-14 22:26:47 UTC;-1;2.12;0.00;8.22;0.00;0.00;89.66
isaacpi;1;2017-07-14 22:26:48 UTC;-1;0.54;0.00;4.59;0.00;0.00;94.86
isaacpi;1;2017-07-14 22:26:49 UTC;-1;1.09;0.00;2.72;0.54;0.00;95.64
isaacpi;1;2017-07-14 22:26:50 UTC;-1;1.57;0.00;6.54;0.00;0.00;91.88
isaacpi;1;2017-07-14 22:26:51 UTC;-1;0.54;0.00;3.80;0.00;0.00;95.65
isaacpi;1;2017-07-14 22:26:52 UTC;-1;0.54;0.00;4.36;13.35;0.00;81.74
isaacpi;3;2017-07-14 22:26:55 UTC;-1;0.14;0.00;0.43;42.61;0.00;56.81
isaacpi;1;2017-07-14 22:26:56 UTC;-1;1.26;0.00;0.76;29.29;0.00;68.69
isaacpi;1;2017-07-14 22:26:57 UTC;-1;0.00;0.00;0.76;49.87;0.00;49.37
isaacpi;1;2017-07-14 22:26:58 UTC;-1;1.01;0.00;1.52;30.56;0.00;66.92
isaacpi;1;2017-07-14 22:26:59 UTC;-1;0.51;0.00;0.25;24.81;0.00;74.43
isaacpi;4;2017-07-14 22:27:03 UTC;-1;0.73;0.00;0.30;43.61;0.00;55.36
isaacpi;1;2017-07-14 22:27:04 UTC;-1;0.25;0.00;0.25;25.19;0.00;74.31
