sep=;
# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
docker10;1;2017-07-18 19:22:48 UTC;-1;0.98;0.00;0.98;0.00;0.00;98.04
docker10;1;2017-07-18 19:22:49 UTC;-1;1.00;0.00;0.00;0.00;0.00;99.00
docker10;1;2017-07-18 19:22:50 UTC;-1;1.98;0.00;0.99;0.00;0.00;97.03
docker10;1;2017-07-18 19:22:51 UTC;-1;42.57;0.00;2.97;0.00;0.00;54.46
docker10;1;2017-07-18 19:22:52 UTC;-1;15.73;0.00;3.37;0.00;0.00;80.90
docker10;1;2017-07-18 19:22:53 UTC;-1;80.41;0.00;6.19;0.00;0.00;13.40
docker10;1;2017-07-18 19:22:54 UTC;-1;90.10;0.00;9.90;0.00;0.00;0.00
docker10;1;2017-07-18 19:22:55 UTC;-1;93.00;0.00;7.00;0.00;0.00;0.00
docker10;1;2017-07-18 19:22:56 UTC;-1;59.18;0.00;1.02;0.00;0.00;39.80
docker10;1;2017-07-18 19:22:57 UTC;-1;94.00;0.00;6.00;0.00;0.00;0.00
docker10;1;2017-07-18 19:22:58 UTC;-1;37.25;0.00;3.92;0.00;0.98;57.84
docker10;1;2017-07-18 19:22:59 UTC;-1;1.00;0.00;1.00;0.00;0.00;98.00
docker10;1;2017-07-18 19:23:00 UTC;-1;6.00;0.00;1.00;0.00;0.00;93.00
docker10;1;2017-07-18 19:23:01 UTC;-1;2.00;0.00;0.00;0.00;0.00;98.00
docker10;1;2017-07-18 19:23:02 UTC;-1;1.01;0.00;1.01;0.00;0.00;97.98
docker10;1;2017-07-18 19:23:03 UTC;-1;2.02;0.00;0.00;0.00;0.00;97.98
docker10;1;2017-07-18 19:23:04 UTC;-1;4.04;0.00;1.01;0.00;0.00;94.95
docker10;1;2017-07-18 19:23:05 UTC;-1;1.98;0.00;3.96;0.00;0.00;94.06
docker10;1;2017-07-18 19:23:06 UTC;-1;1.00;0.00;3.00;0.00;0.00;96.00
docker10;1;2017-07-18 19:23:07 UTC;-1;8.08;0.00;4.04;2.02;0.00;85.86
docker10;1;2017-07-18 19:23:08 UTC;-1;65.66;0.00;22.22;8.08;0.00;4.04
docker10;1;2017-07-18 19:23:09 UTC;-1;92.00;0.00;7.00;1.00;0.00;0.00
docker10;1;2017-07-18 19:23:10 UTC;-1;95.00;0.00;5.00;0.00;0.00;0.00
docker10;1;2017-07-18 19:23:11 UTC;-1;90.00;0.00;10.00;0.00;0.00;0.00
docker10;1;2017-07-18 19:23:12 UTC;-1;91.92;0.00;8.08;0.00;0.00;0.00
docker10;1;2017-07-18 19:23:13 UTC;-1;93.00;0.00;7.00;0.00;0.00;0.00
docker10;1;2017-07-18 19:23:14 UTC;-1;95.00;0.00;5.00;0.00;0.00;0.00
docker10;1;2017-07-18 19:23:15 UTC;-1;91.92;0.00;8.08;0.00;0.00;0.00
docker10;1;2017-07-18 19:23:16 UTC;-1;90.00;0.00;10.00;0.00;0.00;0.00
docker10;1;2017-07-18 19:23:17 UTC;-1;92.00;0.00;8.00;0.00;0.00;0.00
docker10;1;2017-07-18 19:23:18 UTC;-1;95.00;0.00;5.00;0.00;0.00;0.00
docker10;1;2017-07-18 19:23:19 UTC;-1;96.00;0.00;4.00;0.00;0.00;0.00
docker10;1;2017-07-18 19:23:20 UTC;-1;94.00;0.00;6.00;0.00;0.00;0.00
docker10;1;2017-07-18 19:23:21 UTC;-1;97.00;0.00;3.00;0.00;0.00;0.00
docker10;1;2017-07-18 19:23:22 UTC;-1;97.00;0.00;3.00;0.00;0.00;0.00
docker10;1;2017-07-18 19:23:23 UTC;-1;94.95;0.00;5.05;0.00;0.00;0.00
