# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
isaacpi;1;2017-04-01 11:54:40 UTC;-1;0.25;0.00;0.00;0.00;0.00;99.75
isaacpi;1;2017-04-01 11:54:41 UTC;-1;0.50;0.00;0.00;0.00;0.00;99.50
isaacpi;1;2017-04-01 11:54:42 UTC;-1;0.00;0.00;0.25;0.00;0.00;99.75
isaacpi;1;2017-04-01 11:54:43 UTC;-1;0.00;0.00;0.25;0.00;0.00;99.75
isaacpi;1;2017-04-01 11:54:44 UTC;-1;0.00;0.00;0.25;0.00;0.00;99.75
isaacpi;1;2017-04-01 11:54:45 UTC;-1;0.50;0.00;0.00;0.25;0.00;99.25
isaacpi;1;2017-04-01 11:54:46 UTC;-1;0.00;0.00;0.25;0.00;0.00;99.75
isaacpi;1;2017-04-01 11:54:47 UTC;-1;0.00;0.00;0.25;0.00;0.00;99.75
isaacpi;1;2017-04-01 11:54:48 UTC;-1;0.00;0.00;0.00;0.00;0.00;100.00
isaacpi;1;2017-04-01 11:54:49 UTC;-1;0.00;0.00;0.00;0.00;0.00;100.00
isaacpi;1;2017-04-01 11:54:50 UTC;-1;0.25;0.00;0.51;0.00;0.00;99.24
isaacpi;1;2017-04-01 11:54:51 UTC;-1;0.00;0.00;0.00;0.00;0.00;100.00
isaacpi;1;2017-04-01 11:54:52 UTC;-1;0.00;0.00;0.25;0.00;0.00;99.75
isaacpi;1;2017-04-01 11:54:53 UTC;-1;0.00;0.00;0.00;0.00;0.00;100.00
isaacpi;1;2017-04-01 11:54:54 UTC;-1;0.25;0.00;0.25;0.00;0.00;99.50
isaacpi;1;2017-04-01 11:54:55 UTC;-1;0.00;0.00;0.25;0.25;0.00;99.50
isaacpi;1;2017-04-01 11:54:56 UTC;-1;0.00;0.00;0.50;0.00;0.00;99.50
isaacpi;1;2017-04-01 11:54:57 UTC;-1;0.25;0.00;0.00;0.00;0.00;99.75
isaacpi;1;2017-04-01 11:54:58 UTC;-1;0.00;0.00;0.00;0.00;0.00;100.00
isaacpi;1;2017-04-01 11:54:59 UTC;-1;0.00;0.00;0.25;0.00;0.00;99.75
isaacpi;1;2017-04-01 11:55:00 UTC;-1;0.00;0.00;0.25;0.25;0.00;99.50
isaacpi;1;2017-04-01 11:55:01 UTC;-1;0.25;0.00;0.00;0.00;0.00;99.75
isaacpi;1;2017-04-01 11:55:02 UTC;-1;0.25;0.00;1.52;0.00;0.00;98.23
isaacpi;1;2017-04-01 11:55:03 UTC;-1;0.25;0.00;0.50;0.00;0.00;99.25
isaacpi;1;2017-04-01 11:55:04 UTC;-1;0.00;0.00;0.50;0.00;0.00;99.50
isaacpi;1;2017-04-01 11:55:05 UTC;-1;0.00;0.00;0.75;0.25;0.00;99.00
isaacpi;1;2017-04-01 11:55:06 UTC;-1;0.00;0.00;0.25;0.00;0.00;99.75
isaacpi;1;2017-04-01 11:55:07 UTC;-1;0.00;0.00;0.25;0.00;0.00;99.75
isaacpi;1;2017-04-01 11:55:08 UTC;-1;0.00;0.00;0.25;0.00;0.00;99.75
isaacpi;1;2017-04-01 11:55:09 UTC;-1;0.25;0.00;0.50;0.00;0.00;99.25
isaacpi;1;2017-04-01 11:55:10 UTC;-1;0.25;0.00;0.25;0.00;0.00;99.50
isaacpi;1;2017-04-01 11:55:11 UTC;-1;0.00;0.00;0.25;0.00;0.00;99.75
isaacpi;1;2017-04-01 11:55:12 UTC;-1;0.25;0.00;0.50;0.00;0.00;99.25
isaacpi;1;2017-04-01 11:55:13 UTC;-1;0.00;0.00;0.50;0.00;0.00;99.50
isaacpi;1;2017-04-01 11:55:14 UTC;-1;0.25;0.00;0.50;0.00;0.00;99.25
isaacpi;1;2017-04-01 11:55:15 UTC;-1;0.00;0.00;0.50;0.50;0.00;99.00
isaacpi;1;2017-04-01 11:55:16 UTC;-1;0.25;0.00;0.00;0.00;0.00;99.75
isaacpi;1;2017-04-01 11:55:17 UTC;-1;0.00;0.00;0.25;0.00;0.00;99.75
